4.500000000000000000e+01 4.600000000000000000e+01 1.540000000000000000e+02 2.848000000000000000e+03
6.800000000000000000e+01 7.400000000000000000e+01 3.200000000000000000e+01 8.630000000000000000e+02
6.750000000000000000e+01 7.030000000000000000e+01 4.400000000000000000e+01 1.531000000000000000e+03
4.490000000000000000e+01 4.810000000000000000e+01 1.240000000000000000e+02 3.550000000000000000e+02
6.960000000000000000e+01 7.680000000000000000e+01 2.200000000000000000e+01 8.055000000000000000e+03
6.720000000000000000e+01 7.400000000000000000e+01 2.500000000000000000e+01 3.540000000000000000e+02
7.540000000000000000e+01 8.120000000000000000e+01 6.000000000000000000e+00 2.004600000000000000e+04
7.370000000000000000e+01 8.010000000000000000e+01 6.000000000000000000e+00 2.900600000000000000e+04
6.650000000000000000e+01 7.450000000000000000e+01 3.300000000000000000e+01 3.210000000000000000e+02
7.050000000000000000e+01 7.710000000000000000e+01 1.400000000000000000e+01 1.254500000000000000e+04
7.110000000000000000e+01 7.530000000000000000e+01 1.800000000000000000e+01 9.073000000000000000e+03
5.810000000000000000e+01 5.820000000000000000e+01 7.800000000000000000e+01 2.800000000000000000e+02
7.360000000000000000e+01 7.870000000000000000e+01 9.000000000000000000e+00 7.173000000000000000e+03
6.440000000000000000e+01 7.480000000000000000e+01 1.500000000000000000e+01 9.940000000000000000e+02
7.390000000000000000e+01 8.060000000000000000e+01 7.000000000000000000e+00 2.658200000000000000e+04
7.340000000000000000e+01 7.610000000000000000e+01 3.000000000000000000e+01 2.569000000000000000e+03
5.240000000000000000e+01 5.720000000000000000e+01 8.400000000000000000e+01 3.910000000000000000e+02
5.160000000000000000e+01 5.490000000000000000e+01 1.040000000000000000e+02 1.660000000000000000e+02
5.980000000000000000e+01 6.320000000000000000e+01 6.600000000000000000e+01 9.090000000000000000e+02
7.050000000000000000e+01 7.590000000000000000e+01 1.300000000000000000e+01 2.710000000000000000e+02
4.890000000000000000e+01 5.170000000000000000e+01 5.600000000000000000e+01 3.640000000000000000e+03
6.340000000000000000e+01 7.120000000000000000e+01 4.200000000000000000e+01 4.510000000000000000e+03
7.340000000000000000e+01 7.810000000000000000e+01 9.000000000000000000e+00 1.668300000000000000e+04
6.780000000000000000e+01 7.490000000000000000e+01 1.600000000000000000e+01 1.518000000000000000e+03
4.510000000000000000e+01 4.700000000000000000e+01 9.700000000000000000e+01 1.650000000000000000e+02
4.550000000000000000e+01 4.880000000000000000e+01 1.140000000000000000e+02 2.050000000000000000e+02
5.260000000000000000e+01 5.540000000000000000e+01 1.020000000000000000e+02 1.300000000000000000e+02
5.450000000000000000e+01 5.720000000000000000e+01 5.800000000000000000e+01 6.270000000000000000e+02
7.610000000000000000e+01 8.180000000000000000e+01 6.000000000000000000e+00 1.894300000000000000e+04
6.550000000000000000e+01 6.750000000000000000e+01 4.100000000000000000e+01 9.940000000000000000e+02
4.640000000000000000e+01 5.100000000000000000e+01 9.600000000000000000e+01 3.790000000000000000e+02
4.630000000000000000e+01 4.930000000000000000e+01 1.150000000000000000e+02 1.870000000000000000e+02
7.230000000000000000e+01 7.830000000000000000e+01 1.300000000000000000e+01 4.736000000000000000e+03
